interaction_id,customer_id,interaction_date,issue_category,resolution_status,resolution_time_hours,sentiment_rating,sentiment_score,numerical_sentiment
4966c7be-7b3a-4de5-b3be-0f7d44fa17c6,98f824e5-f468-4ff9-906b-766e2179bfec,2022-10-24,Account Management,Resolved,6.498640938088689,Neutral,0.6221853439595479,0.5
e7b6ea05-355d-4959-8a8a-52ec710d85ad,98f824e5-f468-4ff9-906b-766e2179bfec,2023-05-17,Account Management,Pending,,Negative,0.28780883103386146,0.0
926e89f0-2cad-4bad-badd-11cbf8411d7a,98f824e5-f468-4ff9-906b-766e2179bfec,2023-12-16,Technical Problem,Pending,,Negative,0.088488483402611,0.0
1afb5923-0b3d-4c65-8045-bcda06d9108d,98f824e5-f468-4ff9-906b-766e2179bfec,2023-06-29,Technical Problem,Pending,,Neutral,0.05880374957661161,0.5
6c9ca3a3-82fe-470c-a01b-bea75f9c9432,98f824e5-f468-4ff9-906b-766e2179bfec,2024-12-01,Feature Request,Resolved,20.53968794730035,Neutral,0.7067560400954518,0.5
903bc3c9-efb6-453b-81a8-999bb6a5e1f1,22c7191b-f29d-40c0-be0b-99957e278a7a,2022-10-25,Onboarding Help,Escalated,,Negative,0.062357475020335895,0.0
5de5f566-623f-4eae-be72-bffa34f467d8,c465a892-b289-4042-8b30-a1c21c07a38c,2024-05-30,Feature Request,Resolved,24.14589218144575,Negative,0.6004930816613999,0.0
d480e533-5b80-40d8-a7e5-fc4098a38162,db6d3dac-10f5-43ad-8935-16d42bd09a11,2022-05-05,Feature Request,Resolved,20.463248334536058,Negative,0.6608015151098937,0.0
d3a19077-5dab-40c1-84bd-21e224e9f52f,832b465f-5359-4888-8a49-d42b0dec7634,2024-03-03,Feature Request,Resolved,25.062066875257507,Positive,0.48796892229884303,1.0
15c33df2-fd29-4734-add7-0a3e389155ed,832b465f-5359-4888-8a49-d42b0dec7634,2024-01-26,Account Management,Resolved,3.586539960454652,Positive,0.8113256148736283,1.0
5a6f691c-de8a-4274-a4f8-b2d56365a3b1,832b465f-5359-4888-8a49-d42b0dec7634,2022-05-14,Billing Issue,Resolved,0.5,Neutral,0.9946300007936766,0.5
3341c580-a9b4-4e99-a277-0d9c085b6f56,df4c3d4c-22c1-4b8a-b0c7-83736affce55,2023-09-18,Account Management,Resolved,3.568800076940173,Neutral,0.817540964051643,0.5
d019a9b7-fe9d-4371-9a23-86ad67ee0ceb,31d07df6-1f53-4910-8fa6-313bd84831b6,2022-04-26,Onboarding Help,Resolved,6.606270666468189,Neutral,0.4698801020998822,0.5
0ae831e8-42ef-411f-b876-58660b3b52f1,31d07df6-1f53-4910-8fa6-313bd84831b6,2024-09-17,Billing Issue,Resolved,0.6851532103808957,Positive,0.8537658926672743,1.0
11b12d11-f8b3-4d1c-9b68-c0f709f51183,be335cc9-e481-4aea-bd1b-711c520158e1,2024-06-18,Account Management,Resolved,5.51746394836352,Neutral,0.4735204064588487,0.5
d61cfac2-efc2-465f-8dad-73fdc109d171,be335cc9-e481-4aea-bd1b-711c520158e1,2023-08-15,Account Management,Resolved,5.092851549339146,Positive,0.7106372672637146,1.0
57485cbe-7929-4674-bea1-f8529192fb1e,be335cc9-e481-4aea-bd1b-711c520158e1,2023-05-12,Billing Issue,Resolved,2.325937478670771,Neutral,0.9187303422455224,0.5
b427d7ad-0c4e-441b-94bb-203ac4ac7e5e,0387ba2e-4807-4eb7-b6d4-eacdbe5fb5f1,2024-07-28,Feature Request,Resolved,23.5439267801308,Neutral,0.7880616762962598,0.5
2cddcd6f-aa07-43bc-90e4-72ae3b30af5e,0387ba2e-4807-4eb7-b6d4-eacdbe5fb5f1,2024-05-03,Technical Problem,Resolved,10.134539124151624,Neutral,0.5414489123062732,0.5
47b078a3-2cc7-431c-a8c1-08ba407f4b8a,0387ba2e-4807-4eb7-b6d4-eacdbe5fb5f1,2024-07-10,Billing Issue,Resolved,0.5,Positive,0.8084611725548384,1.0
b5e97d70-ac8e-4c5f-9f6e-fef52e2acb1d,0387ba2e-4807-4eb7-b6d4-eacdbe5fb5f1,2023-12-08,Onboarding Help,Resolved,0.5,Positive,0.9104529394959846,1.0
1714d015-802f-4f1d-9540-d227f67f9148,601a6808-d6f4-4fb5-ae8a-5f3f9d267485,2024-08-21,Feature Request,Resolved,26.64520079895947,Neutral,0.7795580876730684,0.5
5b2a707c-2f1c-434c-9240-b26083db5515,601a6808-d6f4-4fb5-ae8a-5f3f9d267485,2024-02-26,Onboarding Help,Resolved,3.860927578691387,Positive,0.9024554093881717,1.0
a59416b6-9a65-4657-ab5a-9dd3afe29942,601a6808-d6f4-4fb5-ae8a-5f3f9d267485,2022-02-22,Feature Request,Resolved,23.49840992649281,Positive,0.6940714111092847,1.0
89331a32-da8e-439b-8074-48353b8c8bfd,601a6808-d6f4-4fb5-ae8a-5f3f9d267485,2023-09-03,Account Management,Resolved,3.8776281599240154,Positive,0.9063371576585781,1.0
59d82114-6a9b-4470-be2b-e038e60bcfa1,02859e3b-b489-42be-8f8a-f74df3754144,2024-06-15,Onboarding Help,Resolved,0.5151366355453977,Positive,0.9266353281108805,1.0
1216b373-20ac-4694-82bc-0ef1851518e0,02859e3b-b489-42be-8f8a-f74df3754144,2024-07-04,Billing Issue,Pending,,Negative,0.4421844963628712,0.0
05ebb618-686a-42ac-9ba7-9039a4ebd403,f329a83a-70ae-4225-bc30-8844b6d2412f,2022-07-13,Technical Problem,Pending,,Negative,0.07867045165474112,0.0
855532eb-ae39-425e-8756-747dd8197c30,3899a181-2acb-476f-9ae6-f54c8780b5cb,2023-03-09,Technical Problem,Resolved,8.758463416868349,Positive,0.7623430017417236,1.0
4796bf7e-e894-488a-a973-d95de7a9e37a,38313592-d98d-4d60-9fdb-32dc6832bc3b,2024-04-07,Account Management,Resolved,1.4617727238452134,Neutral,0.713876912647231,0.5
a3559a58-f04e-4e53-aca8-dd15b4f8d240,75d8c4b3-ff82-4383-aa80-806901ec4c04,2022-02-08,Account Management,Resolved,4.771139049174409,Negative,0.6962094781617391,0.0
acf9f3a4-d772-462f-bf62-c9d208eab663,d042487e-391a-4255-972a-cd8df5cb95ea,2023-12-08,Account Management,Resolved,5.140365979454081,Neutral,0.49472847314398166,0.5
4884d71a-0a58-4a1e-b53b-b7896205589a,7a1f5e01-ee1a-4f6a-b819-f7ad2ccbc4b2,2023-07-26,Billing Issue,Resolved,3.392753696061143,Positive,0.7243333890029903,1.0
b3928c8a-0af2-4848-aa68-cc4e52110bbc,b5be3f86-3ad1-4306-8e20-5708cc9eb287,2022-09-14,Feature Request,Escalated,,Negative,0.27166312596046854,0.0
48659120-4aaa-45ea-a00e-062e2a9db1cf,b5be3f86-3ad1-4306-8e20-5708cc9eb287,2023-03-11,Feature Request,Resolved,22.31290070197618,Positive,0.7449620273095324,1.0
2cad1124-a9cf-49e0-9c63-b82d7223bc38,d8ed7ddc-87df-4420-98c8-85f8f0ae85b3,2023-11-09,Feature Request,Resolved,22.203342275185996,Neutral,0.5632558048009999,0.5
66639712-b2ec-4caa-a1fe-f9f083ea635c,d222900d-adaf-44ee-8056-0d0c6ff5ab20,2022-09-17,Technical Problem,Pending,,Negative,0.29437706379951945,0.0
3f080902-77fd-4fcd-b91f-ede3e8001d38,d222900d-adaf-44ee-8056-0d0c6ff5ab20,2023-03-30,Technical Problem,Resolved,8.226256289998949,Positive,0.6154816920304285,1.0
16ee28f8-d7f2-48d6-ab16-112b0dc861b0,de19e8a0-f8b3-43ed-90a5-dd938f4931aa,2023-09-21,Onboarding Help,Resolved,1.2067676781473595,Neutral,0.9124108109628694,0.5
99c964be-8d6a-4aa8-9a42-aaea59bb2ba2,de19e8a0-f8b3-43ed-90a5-dd938f4931aa,2022-05-15,Onboarding Help,Resolved,1.5370562695365853,Positive,0.8677102362453839,1.0
99779f35-ff1b-4ec8-aab8-09970072ee0d,6517d754-860c-4b9d-8eb1-32036cc7f1a2,2023-03-11,Billing Issue,Resolved,0.7611824858188938,Positive,0.7608077741273318,1.0
b2230949-cae8-4522-b83b-ed4efc3f3f05,6517d754-860c-4b9d-8eb1-32036cc7f1a2,2023-12-23,Feature Request,Resolved,23.06631642333535,Neutral,0.7854699679480902,0.5
1424ff2b-bbbe-4573-87b7-1900c903574a,6517d754-860c-4b9d-8eb1-32036cc7f1a2,2022-12-19,Onboarding Help,Resolved,4.011730270773839,Positive,0.40461620573142054,1.0
4b84bd00-8aa8-411a-92fd-ee11711c70cf,5f874c0c-13d4-45c0-bb17-b898e6672660,2022-05-27,Account Management,Resolved,5.53943731135133,Neutral,0.7337124312941277,0.5
d5af851d-7808-4d15-88d8-cc83084642c5,77b89b1d-727b-40d3-922c-ec340a12140e,2023-05-10,Onboarding Help,Resolved,9.091240645786225,Positive,0.5466355567483947,1.0
54e12774-8d31-4917-acce-cab9f50b6edd,77b89b1d-727b-40d3-922c-ec340a12140e,2023-03-14,Onboarding Help,Resolved,6.333897429323394,Neutral,0.795906319595461,0.5
88b187f9-8068-4f14-9c31-dc39bbb968ca,bdd32898-95cd-49cb-ae7e-86d7b838c4d8,2022-02-03,Feature Request,Escalated,,Negative,0.2771580931706354,0.0
570ee58c-9f88-490e-9c53-597df8b4e811,a6f985e7-2714-4ba9-a4a1-6213c89b1ddb,2022-01-30,Feature Request,Resolved,23.55377767717103,Neutral,0.7973449639976311,0.5
d98bb9df-5ae2-4945-aea7-390770d11c78,703ca2a8-d2ea-44a3-aeaf-91a6d4857bb5,2023-04-21,Technical Problem,Resolved,9.4071102603239,Neutral,0.7274964619402156,0.5
ef39efa0-82fd-4ae0-b7c7-c47906f6cc7a,703ca2a8-d2ea-44a3-aeaf-91a6d4857bb5,2023-07-30,Technical Problem,Resolved,8.988435003890729,Neutral,0.6931679247195905,0.5
0178eab5-8af0-4eb7-9540-d1d0bbf4eb5f,344274c1-ce21-4285-a40d-df1a88d80503,2023-08-08,Account Management,Resolved,3.9508079358547668,Positive,0.8592629403785229,1.0
25dfbee2-64eb-4248-a460-fd944cff21f3,344274c1-ce21-4285-a40d-df1a88d80503,2024-03-31,Technical Problem,Resolved,6.849155933489147,Neutral,0.6308253809161617,0.5
5a618e6a-16dd-4e01-806e-1f2623a4ad8d,344274c1-ce21-4285-a40d-df1a88d80503,2022-03-14,Account Management,Resolved,8.148152285643715,Positive,0.733271584171677,1.0
f86b29a9-bfc6-4c55-8ec6-2fcd688c7934,8192da03-6e87-4ed7-b2a5-f2734762d065,2024-11-02,Billing Issue,Resolved,3.7099021648736636,Positive,0.8783664494528761,1.0
da3f6765-169d-439c-a3dd-2b78fd57bb6e,43a5a82b-2ab1-4167-93ff-d36016fdd4e8,2023-11-29,Technical Problem,Resolved,9.621122217230578,Positive,0.7551539848179915,1.0
600578a8-0234-4aac-aa1e-0418a5b2c7b9,43a5a82b-2ab1-4167-93ff-d36016fdd4e8,2023-09-01,Account Management,Resolved,5.615110129010935,Neutral,0.4261264927580588,0.5
9ac0e019-6e1d-47b0-8235-e5c76c770ca4,43a5a82b-2ab1-4167-93ff-d36016fdd4e8,2022-08-06,Feature Request,Resolved,23.128015082029275,Positive,0.5583008405398042,1.0
96f9b3ca-9a01-48b5-8a0e-c66885a8fcd2,dd3668a6-6359-4a04-b204-117dc43fae27,2023-08-19,Onboarding Help,Resolved,5.538874673291745,Negative,0.692094368313419,0.0
17a20c43-d629-45ba-bd51-97a1f85d3dae,dd3668a6-6359-4a04-b204-117dc43fae27,2024-01-08,Account Management,Resolved,4.28938193081319,Neutral,0.6587801203354198,0.5
5a9367ac-4e0e-4894-9ba4-f11d6043f8be,a827dbc2-d031-4efb-a071-87c23b7b0c63,2023-11-02,Feature Request,Resolved,21.148158784970036,Positive,0.4144202362063888,1.0
6d7470a8-4f9c-41c8-a5af-08f6df77d623,a827dbc2-d031-4efb-a071-87c23b7b0c63,2023-09-17,Technical Problem,Resolved,7.742752100534544,Positive,0.7600858839968224,1.0
63900ebe-5b6e-40a6-adc8-7837f1117a59,b621ad30-1a83-4f75-9ee9-7da13512b03c,2023-10-05,Onboarding Help,Resolved,4.7347778098189695,Neutral,0.6402921689131607,0.5
b3e468af-cc6a-4419-a5a8-0cf740b4978d,f02145d7-81c4-4818-8950-2d9116441345,2023-02-06,Technical Problem,Resolved,4.8051929848335195,Positive,0.6508447693126289,1.0
ab0cad4d-2373-4854-a7cb-69e34468722b,f02145d7-81c4-4818-8950-2d9116441345,2023-10-31,Billing Issue,Resolved,4.289910477432542,Neutral,0.437464482315563,0.5
d8f5c477-813e-41fe-9912-1bd59cf7911e,f02145d7-81c4-4818-8950-2d9116441345,2022-09-16,Feature Request,Resolved,24.583600764092285,Positive,0.7149502719622043,1.0
d20118d7-eb6b-4ca5-9956-faa212604baf,b5dd3c80-3307-442a-8971-b12663189e57,2022-06-02,Account Management,Resolved,4.185859325033793,Positive,0.7066167118937022,1.0
12712890-8284-402c-942b-eb04ba560c2d,b5dd3c80-3307-442a-8971-b12663189e57,2023-07-02,Feature Request,Resolved,22.50616156056224,Positive,0.5939347621647074,1.0
c4749b2a-f4f9-4807-9fa3-b48d984c0504,b3821060-cd27-4bae-afd7-64d740f86f7a,2022-04-15,Feature Request,Resolved,24.830640836021505,Negative,0.7168098135409986,0.0
a9724f96-f88f-49df-bf97-6167ba9dca54,b3821060-cd27-4bae-afd7-64d740f86f7a,2023-03-01,Billing Issue,Resolved,2.6488106776620564,Positive,0.8623335218834249,1.0
3faf5fd7-95cd-4418-bd75-11d4c27f6336,9be98e89-bb38-4c4a-8852-0302f09859a5,2024-09-14,Feature Request,Resolved,26.0931672487501,Neutral,0.5640462318146183,0.5
638cf6af-bd6a-4eb9-ab6c-23e5dc6e5591,9be98e89-bb38-4c4a-8852-0302f09859a5,2024-11-06,Feature Request,Resolved,22.71133305005572,Positive,0.40486249662112767,1.0
5dfacb3d-86e3-49c5-9a6d-2e606f9b8353,9be98e89-bb38-4c4a-8852-0302f09859a5,2024-07-05,Feature Request,Resolved,25.711475416781703,Neutral,0.6555470894066553,0.5
1301d01e-41ff-4b5c-bf6b-562bbe107444,29242921-b7c6-4005-b3b4-8c5873bb23d7,2023-01-30,Account Management,Resolved,9.20613450374762,Positive,0.46419601176552927,1.0
40c9ddf2-22a9-490a-9a6b-ed785a180422,29242921-b7c6-4005-b3b4-8c5873bb23d7,2022-03-19,Billing Issue,Pending,,Negative,0.08144500890085304,0.0
a822a7a8-36df-419b-b2ea-690582e8cead,29242921-b7c6-4005-b3b4-8c5873bb23d7,2022-10-12,Feature Request,Resolved,21.866602862492137,Neutral,0.5981659538881308,0.5
a5f222ed-7e29-4680-a7e7-de90ec3150f2,498c39b2-2b93-42a2-86c2-59221c5e3eeb,2023-05-30,Account Management,Resolved,3.9340366865843084,Positive,0.759941185766612,1.0
4d5d7141-444f-4343-9b2d-224d1ad656b5,498c39b2-2b93-42a2-86c2-59221c5e3eeb,2022-01-08,Billing Issue,Resolved,2.493594939259838,Positive,0.7013991506742665,1.0
d1773e1b-803b-4bc0-a217-e942220d05c9,498c39b2-2b93-42a2-86c2-59221c5e3eeb,2023-07-10,Feature Request,Resolved,21.963624653014335,Neutral,0.7121945358857112,0.5
7b25a9f2-9fe7-4af6-8aca-11f36693f611,498c39b2-2b93-42a2-86c2-59221c5e3eeb,2022-10-17,Technical Problem,Pending,,Neutral,0.17688885698439638,0.5
24ebcb7f-3b97-4ca4-8265-c91db15af711,f4a33293-3770-4fc8-ae0e-64f912b7d6b1,2024-05-27,Billing Issue,Resolved,1.2638000035573405,Positive,0.8999466119713939,1.0
55be6414-ba05-4180-be9b-24a4ae8c3748,f4a33293-3770-4fc8-ae0e-64f912b7d6b1,2022-06-16,Account Management,Resolved,3.0041837625994763,Neutral,0.9268433556025437,0.5
83e9e247-9626-41e7-a335-6694b4f907fd,c48f6a9c-90b1-41dc-9f39-84bd73d838d1,2023-12-07,Technical Problem,Resolved,6.2104483491048725,Neutral,0.5012421071554055,0.5
eecdeec7-c2a0-421c-a37b-6d16322b4d3e,c48f6a9c-90b1-41dc-9f39-84bd73d838d1,2023-12-26,Account Management,Resolved,0.5,Positive,0.7539024715966098,1.0
b79262a6-9ea1-43d4-b38a-2577bfc2f31d,943fdad9-3209-4232-bd56-52e6ff53d86c,2022-06-28,Feature Request,Resolved,24.894235325081045,Neutral,0.7371698047526261,0.5
e969f956-5f29-4f79-8bab-1afe9d568980,f7bc406b-b992-4bae-8463-d7032f27624f,2023-05-27,Technical Problem,Resolved,8.00144483175885,Negative,0.7763890028905535,0.0
21bee70c-6ff2-42ed-bef6-1bfe240f8b2e,f204e601-9846-4b2a-b333-8eac84dc91a3,2024-09-16,Billing Issue,Resolved,2.020085816877103,Positive,0.8000657679371143,1.0
177958d6-4a9e-4dd8-a3f6-cde10925518a,f204e601-9846-4b2a-b333-8eac84dc91a3,2024-06-15,Account Management,Resolved,9.233526220776579,Neutral,0.6529917138797088,0.5
0e93dac5-9d3d-4942-9f88-d8ee0c1db05b,2d8e9564-0b97-441d-9a6f-ffe950f5f228,2022-02-15,Billing Issue,Resolved,0.5,Neutral,0.7612734692126205,0.5
b95ed06e-6f60-45b0-ad05-0cf7d686ae43,65de1f5b-1e92-42f8-9eca-1785b9b69f3e,2023-05-28,Account Management,Resolved,4.469188536204669,Neutral,0.6827373943185098,0.5
4c4ba2ec-4e5b-4070-a500-e4c7ead726e8,13450f94-7628-4f2d-b807-bc4f8a822a6f,2024-07-01,Feature Request,Resolved,26.76175403594689,Negative,0.41164056879960115,0.0
dacb4c6b-89b6-4322-bf8a-19ef076a73a7,13450f94-7628-4f2d-b807-bc4f8a822a6f,2023-08-12,Account Management,Resolved,4.8275542483839535,Positive,0.4203673670207158,1.0
55c9bc09-8306-493c-b0bc-f9d04fdca50b,d127fec4-5127-442e-8c50-c9e3a4636466,2024-01-11,Billing Issue,Resolved,1.0123307945363562,Positive,0.748913204660735,1.0
6ccc66d0-0b86-4052-b455-0afc1b68f531,d127fec4-5127-442e-8c50-c9e3a4636466,2022-08-26,Onboarding Help,Pending,,Negative,0.12070548705232209,0.0
89f72e8f-7ee0-4698-8dac-3ab23858cf59,eb5939c8-2c00-421b-acb0-31fce9e93ff9,2024-11-06,Account Management,Resolved,2.4474313606568305,Positive,0.8988301504907918,1.0
8a9fe06d-5ec4-444f-862b-6a257afff16d,4c93df0f-adcd-489d-98d4-7196ccfa9e1e,2023-04-05,Technical Problem,Resolved,7.290729401627983,Positive,0.6336973080935866,1.0
810c0c15-48b2-446a-b0ee-8aea1c9889a4,d3756a49-4128-4c1b-80dd-0c58ed9e5021,2023-04-20,Feature Request,Resolved,24.951969998564355,Positive,0.5920169833552836,1.0
4dfbe810-800c-495a-8f36-a609fc5eb6f6,dd2309d3-e295-45b0-9acf-d301c3cc1ca7,2022-09-04,Account Management,Resolved,5.008625789066515,Positive,0.6989098064467179,1.0
8a4bcaaa-c2f7-45f4-b0e3-e9a515530f59,635d749c-eb97-49f1-894c-8ccb568d2423,2022-09-16,Account Management,Resolved,3.0269255514218187,Positive,0.9362932765608443,1.0
18b10858-0fa3-4bf1-8889-3d51d5e4d738,635d749c-eb97-49f1-894c-8ccb568d2423,2023-01-12,Billing Issue,Resolved,4.703892347911966,Neutral,0.5010324692953405,0.5
885295a1-ba93-4786-bb10-39d6540dce0a,102a4404-0b9d-4074-b59f-8f2cb7f59d84,2022-05-10,Feature Request,Resolved,25.353298102258254,Negative,0.6577948014771865,0.0
f193cde7-8a85-41f5-a845-e0dacd4995ad,ccd4cd09-6489-4e0e-a0e2-9cd7af9e8b2c,2024-06-13,Billing Issue,Resolved,2.815462300346026,Neutral,0.9212704609879504,0.5
6df4c3d4-a8e8-42a8-b70f-66d83fd19019,1ba4e8ab-499a-42ad-94ef-ca602125f1fc,2022-08-17,Technical Problem,Resolved,8.384339507370052,Neutral,0.6906308954973481,0.5
e031dc80-1ee5-4c6b-af2e-3f2399be6f0c,e1225493-7c0f-4470-ba93-682bf8ec9267,2023-04-26,Technical Problem,Resolved,8.662361218525382,Positive,0.6108909798420372,1.0
2e8adc5f-db65-4bcb-ab48-bcb0f77fdcdc,f996f6a4-2fd5-4b9b-9f36-f10477e4e58b,2022-03-05,Feature Request,Resolved,21.390338579672626,Positive,0.5328736176696921,1.0
1ee98b36-da41-4b28-9814-9435ac3f3980,f996f6a4-2fd5-4b9b-9f36-f10477e4e58b,2023-03-26,Account Management,Resolved,4.859810761295579,Neutral,0.5271213446101451,0.5
9bf72b26-78f6-4bc2-b811-7352455d1ec2,d87a7c07-6e25-4366-9846-59340ce3a233,2024-06-03,Feature Request,Resolved,24.682875426305863,Neutral,0.7701940712113027,0.5
8bc0c837-b3af-45f9-b94a-485611454f54,4432ac75-fb98-41f0-bd26-03ac89ead048,2023-05-16,Feature Request,Resolved,26.093357947314452,Neutral,0.7004182721202571,0.5
34c3f320-b962-44b9-8b58-5885b0f29508,268b3f6c-15cd-43b2-a38a-88d52fe239ad,2024-02-05,Account Management,Resolved,7.064950878632263,Positive,0.5735384945739096,1.0
323e3fba-c46b-4353-8171-f45324d386a3,268b3f6c-15cd-43b2-a38a-88d52fe239ad,2024-07-04,Feature Request,Resolved,20.948282964531202,Neutral,0.47296928754423057,0.5
eb6613d9-b8df-45cb-837d-51e06e00d221,268b3f6c-15cd-43b2-a38a-88d52fe239ad,2024-05-21,Technical Problem,Resolved,9.411398676568087,Negative,0.534753939050956,0.0
e53f1626-5823-4cf7-89d8-bad4d35e740c,98a4e7fc-9eee-4597-b708-da82468f155c,2022-09-20,Feature Request,Resolved,20.95746445337047,Negative,0.7164166077385579,0.0
6776d2ef-0003-43ac-8b25-f2b95b6f0964,b4cfd05a-635b-4d32-a28f-d1cf5821b222,2022-10-11,Onboarding Help,Resolved,2.0662465109901156,Positive,0.9811115926164758,1.0
9dfe2fb9-72c9-4b68-91d4-e6d068129c5a,b4cfd05a-635b-4d32-a28f-d1cf5821b222,2024-10-22,Account Management,Resolved,5.1598940725330085,Positive,0.42425903044126834,1.0
5a25440a-45a9-4994-9753-bb7735a1cc03,f2d66991-cbd8-4bd5-b6c8-dbbfe2e43538,2022-09-03,Feature Request,Resolved,22.382784792759857,Neutral,0.5189216484304587,0.5
490fa9a1-0369-4ba3-8692-c9e2d5cc40c8,f2d66991-cbd8-4bd5-b6c8-dbbfe2e43538,2022-05-22,Technical Problem,Resolved,9.475927809139831,Neutral,0.6799666274032795,0.5
556d1879-4e59-4bf4-8978-4c67cd831a5d,ae41dba0-e217-4a81-9c41-f3b2827b796f,2023-08-08,Technical Problem,Resolved,6.679341171342266,Neutral,0.5160249692856628,0.5
49d42113-2cf9-4c7c-8adc-7afb602b45f1,ecc01024-5c67-4148-ba7c-85e8127dbaad,2022-06-17,Onboarding Help,Resolved,6.7233546336105,Positive,0.5783456304420346,1.0
2392e886-44dd-404f-a136-0a67e0d57b66,ecc01024-5c67-4148-ba7c-85e8127dbaad,2024-05-22,Technical Problem,Resolved,8.273670601973084,Neutral,0.6406683774328226,0.5
70f01a99-9064-4463-a3f8-3d732e565d90,ecc01024-5c67-4148-ba7c-85e8127dbaad,2024-03-04,Feature Request,Resolved,23.743533443953023,Neutral,0.7758291629889325,0.5
