subscription_id,customer_id,plan_name,billing_frequency,monthly_price,seats,start_date,end_date,subscription_type,churn_reason,add_ons,customer_initial_plan
0cfdbcbc-76aa-42c9-81fc-ee220b647fe1,40d53e6c-dd10-4ef1-bb5b-5af10f63604c,Business,annual,299.2,12,2024-07-01,2024-12-31,seat_expansion,,[],Professional
a95dfc62-3bc4-45be-8d09-0d244a7cb26e,40d53e6c-dd10-4ef1-bb5b-5af10f63604c,Business,annual,319.20000000000005,13,2024-11-23,2024-12-31,seat_expansion,,[],Professional
caaeb72a-4a33-42fc-96df-989618ea15c5,b4445206-5c99-45b4-a31a-9ae04cd53c6e,Enterprise,annual,250.5,2,2022-11-11,2024-12-31,initial,,[],Enterprise
9dd34d46-8d71-4aa7-88c0-10defbd17da2,b4445206-5c99-45b4-a31a-9ae04cd53c6e,Enterprise,annual,381.75,7,2023-01-16,2024-12-31,seat_expansion,,[],Enterprise
f96d1155-99a4-4263-af94-0a1ae23f00a9,b4445206-5c99-45b4-a31a-9ae04cd53c6e,Enterprise,annual,460.5,10,2023-04-13,2024-12-31,seat_expansion,,[],Enterprise
c4a2f299-689a-4d8c-89c6-ce661122a639,b4445206-5c99-45b4-a31a-9ae04cd53c6e,Enterprise,annual,565.5,14,2023-08-17,2024-12-31,seat_expansion,,[],Enterprise
8a5eb7d7-60e3-427a-a7c4-28a65365c2f4,b4445206-5c99-45b4-a31a-9ae04cd53c6e,Enterprise,annual,696.75,19,2023-11-29,2024-12-31,seat_expansion,,[],Enterprise
373cf543-2a74-4a5b-8598-ee672004afc3,b4445206-5c99-45b4-a31a-9ae04cd53c6e,Enterprise,annual,749.25,21,2024-03-17,2024-12-31,seat_expansion,,[],Enterprise
2143fc16-c222-4284-ab7b-ca3c4a6fd24f,b4445206-5c99-45b4-a31a-9ae04cd53c6e,Enterprise,annual,828.0,24,2024-06-14,2024-12-31,seat_expansion,,[],Enterprise
4f6d3ce0-e4ba-47ec-8a25-b6de8a467fc7,b4445206-5c99-45b4-a31a-9ae04cd53c6e,Enterprise,annual,933.0,28,2024-08-20,2024-12-31,seat_expansion,,[],Enterprise
87c1cfff-dfb9-4dce-9233-e90788bfa0a9,b4445206-5c99-45b4-a31a-9ae04cd53c6e,Enterprise,annual,1064.25,33,2024-12-01,2024-12-31,seat_expansion,,[],Enterprise
c3092180-a827-45dc-a5b3-4c4b11146abf,5dcd625c-c405-4be8-ae7d-1953397d27b7,Professional,monthly,49.0,1,2022-07-05,2024-12-31,initial,,[],Professional
729e0cc2-176f-4b1b-9a7f-f59c628a0fe0,5dcd625c-c405-4be8-ae7d-1953397d27b7,Professional,monthly,109.0,5,2022-09-17,2024-12-31,seat_expansion,,[],Professional
6f74f0bc-a2d0-4b4a-91d7-409bcfde6782,638ed7a3-b830-47a2-8a9e-3d5170c4bcbb,Business,annual,79.2,1,2024-07-23,2024-12-31,initial,,[],Business
ea1330a5-2767-42c0-b1ef-63819902160d,638ed7a3-b830-47a2-8a9e-3d5170c4bcbb,Business,annual,99.2,2,2024-10-05,2024-12-31,seat_expansion,,[],Business
21cf3051-1fc5-42dc-b67b-8aca1d989788,fe83457f-c670-40eb-ab34-34eb8a8abcff,Professional,annual,79.89999999999999,4,2023-01-13,2024-12-31,initial,,[],Professional
83ab52e8-a5e0-43d7-af8c-876ce26dbfb8,fe83457f-c670-40eb-ab34-34eb8a8abcff,Business,annual,139.20000000000002,4,2023-08-28,2024-12-31,plan_upgrade,,[],Professional
948b7415-9ac4-4b2e-911f-4d33e874b140,fe83457f-c670-40eb-ab34-34eb8a8abcff,Business,annual,239.20000000000002,9,2024-10-15,2024-12-31,seat_expansion,,[],Professional
9da324f1-08d6-4800-a15c-bf438f8aaefa,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,224.25,1,2022-03-28,2024-12-31,initial,,[],Enterprise
28efdf0c-8b8f-4444-865e-828f14cbfddf,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,276.75,3,2022-05-31,2024-12-31,seat_expansion,,[],Enterprise
5761a9e3-8a86-452e-9b20-4a58e3ba8c9c,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,329.25,5,2022-09-13,2024-12-31,seat_expansion,,[],Enterprise
aa812283-17f0-4334-9feb-6323ff3208c7,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,434.25,9,2022-11-14,2024-12-31,seat_expansion,,[],Enterprise
cd8f7336-cdaf-4249-8add-7101814f5e23,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,486.75,11,2023-02-23,2024-12-31,seat_expansion,,[],Enterprise
7dc79e04-96da-4ae9-be8a-6002200ee487,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,539.25,13,2023-05-27,2024-12-31,seat_expansion,,[],Enterprise
cab9a538-95b5-447d-8899-200615085539,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,644.25,17,2023-11-19,2024-12-31,seat_expansion,,[],Enterprise
69ad5508-8d08-402f-ab90-96be1c7e3ee5,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,670.5,18,2024-05-07,2024-12-31,seat_expansion,,[],Enterprise
3d3239cc-89fe-41b5-ab84-fd4764c9f60c,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,801.75,23,2024-07-25,2024-12-31,seat_expansion,,[],Enterprise
cc90fb25-c5f1-4d33-935a-07abc54fed5d,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,880.5,26,2024-10-06,2024-12-31,seat_expansion,,[],Enterprise
a8e783dc-1808-484a-9055-8750f679c0eb,be6ebdab-73d8-4c9f-8ae5-a0d75554bcaa,Enterprise,annual,906.75,27,2024-12-25,2024-12-31,seat_expansion,,[],Enterprise
32c41f07-4cba-4c4f-bb61-d2100aedbdb8,d053e145-82b2-45ef-a4a0-34a06d0218aa,Starter,monthly,29.0,1,2022-06-05,2022-10-31,initial,Lack of features,[],Starter
da1202e2-9b9a-48da-bc28-45ccd8012334,143c3d68-89a7-48bd-8775-cd43f7989b86,Business,monthly,274.0,8,2022-07-10,2024-12-31,initial,,[],Business
3017e2d1-d99b-48f9-b9ed-77268d91832e,143c3d68-89a7-48bd-8775-cd43f7989b86,Business,monthly,399.0,13,2022-11-02,2024-12-31,seat_expansion,,[],Business
cac9d166-bddb-40b9-aa52-5c54e44dfb20,143c3d68-89a7-48bd-8775-cd43f7989b86,Business,monthly,524.0,18,2023-04-17,2024-12-31,seat_expansion,,[],Business
aba1f71f-5f21-4200-b06a-437c81be361f,143c3d68-89a7-48bd-8775-cd43f7989b86,Business,monthly,624.0,22,2023-09-15,2024-12-31,seat_expansion,,[],Business
58bb2ce9-a7f8-4e29-b1fd-ed9ffb5f65fa,143c3d68-89a7-48bd-8775-cd43f7989b86,Business,monthly,724.0,26,2024-03-12,2024-12-31,seat_expansion,,[],Business
0b26375b-577e-41a3-befa-763746df8a8f,143c3d68-89a7-48bd-8775-cd43f7989b86,Business,monthly,824.0,30,2024-07-30,2024-12-31,seat_expansion,,[],Business
72fb6984-021c-4176-8d40-5955458babb6,143c3d68-89a7-48bd-8775-cd43f7989b86,Business,monthly,849.0,31,2024-10-30,2024-12-31,seat_expansion,,[],Business
70fce912-91fc-46b3-8243-1e6a79a65d58,a621f928-5ba9-4689-b7b3-b86d6e828c07,Starter,monthly,29.0,1,2024-11-14,2024-11-30,initial,Technical issues,[],Starter
0cb9de23-5688-4094-beed-fb2f9da8a1dc,14ff3001-adfd-4b5f-90d2-25ea510f6ce1,Starter,monthly,29.0,5,2022-09-23,2023-01-31,initial,Feature gaps,[],Starter
3ac85bac-abd2-4ec6-aa7f-076845450b73,81d35c7a-d588-4bfc-9bcc-f3aa11f4831e,Professional,monthly,49.0,1,2024-12-21,2024-12-31,initial,,[],Professional
2a493150-0fc2-43c7-a555-fa39621d5bc8,df27fdbb-f88a-4963-9b89-0e0d3691e3c3,Professional,monthly,139.0,7,2023-11-03,2024-08-31,initial,Budget cuts,[],Professional
7fa5abd8-d30e-4569-8eee-89852d5facc6,df27fdbb-f88a-4963-9b89-0e0d3691e3c3,Professional,monthly,169.0,9,2024-02-07,2024-08-31,seat_expansion,Budget cuts,[],Professional
203e128d-0f46-4613-a87e-3897771ed33d,df27fdbb-f88a-4963-9b89-0e0d3691e3c3,Professional,monthly,199.0,11,2024-05-20,2024-08-31,seat_expansion,Budget cuts,[],Professional
7b963323-06d5-458e-8fa5-b6d1b3af87f0,df27fdbb-f88a-4963-9b89-0e0d3691e3c3,Professional,monthly,244.0,14,2024-07-31,2024-08-31,seat_expansion,Budget cuts,[],Professional
1e422822-1a22-4066-adda-2ebd5791ed5b,6e5c1f83-c308-4bde-820c-63ed62323315,Professional,annual,41.65,1,2024-05-05,2024-12-31,initial,,[],Professional
fd020015-bfce-488b-a75f-1ea7363bf904,e9cab00c-6d21-4a0d-bdb5-8bc9790e2d63,Enterprise,annual,224.25,1,2022-09-27,2024-12-31,initial,,[],Enterprise
a9c0849d-d0c2-4d1b-a554-1a106a69b7ff,e9cab00c-6d21-4a0d-bdb5-8bc9790e2d63,Enterprise,annual,276.75,3,2023-01-22,2024-12-31,seat_expansion,,[],Enterprise
73515bab-5148-4f2d-89b1-988043115b5c,e9cab00c-6d21-4a0d-bdb5-8bc9790e2d63,Enterprise,annual,355.5,6,2023-06-30,2024-12-31,seat_expansion,,[],Enterprise
4e8aceb3-938b-4606-a732-6837c1273899,e9cab00c-6d21-4a0d-bdb5-8bc9790e2d63,Enterprise,annual,460.5,10,2023-10-17,2024-12-31,seat_expansion,,[],Enterprise
2f2bfe00-cffd-4f1a-8865-281328c06399,e9cab00c-6d21-4a0d-bdb5-8bc9790e2d63,Enterprise,annual,591.75,15,2024-03-27,2024-12-31,seat_expansion,,[],Enterprise
764775a1-dbd2-4e2c-bb5b-e604f8eac255,e9cab00c-6d21-4a0d-bdb5-8bc9790e2d63,Enterprise,annual,670.5,18,2024-08-21,2024-12-31,seat_expansion,,[],Enterprise
80442552-e3d4-4604-a9a2-83d924be049c,e9cab00c-6d21-4a0d-bdb5-8bc9790e2d63,Enterprise,annual,723.0,20,2024-10-31,2024-12-31,seat_expansion,,[],Enterprise
a295e539-582b-4c31-b2ad-67c57a01d9ec,03142a28-c52e-46cb-9f4f-2ec68d9fb1d8,Starter,annual,26.1,2,2024-11-06,2024-12-31,initial,,[],Starter
a13402a1-d2f7-44e4-be5b-819eea40d636,9b1dcb70-24a1-4124-830b-2cf397fd63d2,Business,annual,199.20000000000002,7,2023-03-09,2024-12-31,initial,,[],Business
12b1f876-4633-4bed-a071-aa7ad0fc291e,9b1dcb70-24a1-4124-830b-2cf397fd63d2,Business,annual,279.2,11,2023-07-03,2024-12-31,seat_expansion,,[],Business
17dd2001-9399-4b50-9450-10da50e38a01,9b1dcb70-24a1-4124-830b-2cf397fd63d2,Business,annual,359.20000000000005,15,2023-12-12,2024-12-31,seat_expansion,,[],Business
4c01c6f4-9ce3-4f93-ad41-ad9de4aca4fc,9b1dcb70-24a1-4124-830b-2cf397fd63d2,Business,annual,399.20000000000005,17,2024-04-17,2024-12-31,seat_expansion,,[],Business
dce715df-8a10-430a-bf2d-61b005b530b6,9b1dcb70-24a1-4124-830b-2cf397fd63d2,Business,annual,459.20000000000005,20,2024-08-27,2024-12-31,seat_expansion,,[],Business
a0f5ed8d-2554-4980-84e0-6ad975b59e16,9b1dcb70-24a1-4124-830b-2cf397fd63d2,Business,annual,479.20000000000005,21,2024-12-05,2024-12-31,seat_expansion,,[],Business
0c705004-118a-4e11-b1b6-723dd4e443f3,80330e58-b36d-4f88-a79a-ef91d1721fa6,Enterprise,annual,670.5,18,2024-05-02,2024-12-31,initial,,[],Enterprise
7b8623de-9d56-4e4c-aaba-1ca8570ca5a7,80330e58-b36d-4f88-a79a-ef91d1721fa6,Enterprise,annual,749.25,21,2024-07-28,2024-12-31,seat_expansion,,[],Enterprise
1dfe6c90-d438-4cf9-8621-ee2310a89653,80330e58-b36d-4f88-a79a-ef91d1721fa6,Enterprise,annual,880.5,26,2024-10-11,2024-12-31,seat_expansion,,[],Enterprise
c15273e2-62c8-4c23-9ab1-4572a9fded70,3e27f490-16a5-46d4-bff5-9c7fb57eabcf,Starter,annual,26.1,3,2022-08-14,2022-08-31,initial,Lack of features,[],Starter
c06a6652-3c1b-4ab3-9b1d-fa835b95f3b2,b61ddffe-9737-44cc-89e0-e4616a18ca62,Starter,monthly,29.0,5,2022-05-07,2024-12-31,initial,,[],Starter
05a1fb86-abe2-4e80-84c1-304f0ff6c2ec,b4b6b0dc-c899-46d1-b8f6-6d69d2967eac,Starter,monthly,29.0,1,2023-09-07,2024-07-31,initial,Feature gaps,[],Starter
4af23b07-ea97-499a-9be3-941217181f33,b2c827f3-f757-4d5e-a5c5-9db1429b3589,Starter,monthly,29.0,3,2022-12-15,2023-10-31,initial,Poor onboarding,[],Starter
09b8a836-1165-497a-babd-cd89661a57e6,2e995e25-43a1-4e2b-a0bf-e00194d7cb81,Enterprise,annual,250.5,2,2022-05-20,2024-02-29,initial,Lack of features,[],Enterprise
32adddfb-458a-4256-9350-609892e1132a,2e995e25-43a1-4e2b-a0bf-e00194d7cb81,Enterprise,annual,355.5,6,2022-10-14,2024-02-29,seat_expansion,Lack of features,[],Enterprise
bbb856f8-6efd-445e-9990-556f33614533,2e995e25-43a1-4e2b-a0bf-e00194d7cb81,Enterprise,annual,460.5,10,2023-01-10,2024-02-29,seat_expansion,Lack of features,[],Enterprise
9e55f57d-1ce6-4e78-b538-0aa8cc59c5ad,2e995e25-43a1-4e2b-a0bf-e00194d7cb81,Enterprise,annual,513.0,12,2023-04-08,2024-02-29,seat_expansion,Lack of features,[],Enterprise
e03330d4-d75f-4ea3-b497-2c87108a2ef2,2e995e25-43a1-4e2b-a0bf-e00194d7cb81,Enterprise,annual,539.25,13,2023-07-23,2024-02-29,seat_expansion,Lack of features,[],Enterprise
f05ae04e-633e-4612-9406-4a4cdffcecfc,2e995e25-43a1-4e2b-a0bf-e00194d7cb81,Enterprise,annual,565.5,14,2023-12-06,2024-02-29,seat_expansion,Lack of features,[],Enterprise
e259edc3-6697-4292-afc8-9199672a2014,1afd3a07-2bbe-4832-a88c-768779575846,Professional,annual,41.65,1,2024-02-13,2024-12-31,initial,,[],Professional
32f47442-7dae-4631-aa14-0b2ea0d27a9b,1afd3a07-2bbe-4832-a88c-768779575846,Professional,annual,54.4,2,2024-08-11,2024-12-31,seat_expansion,,[],Professional
ce618e4c-9f21-4a28-9c32-a0310b2d3c06,f25d75ac-fe98-4565-a2bb-8277a8ece15c,Professional,annual,41.65,1,2022-06-18,2024-12-31,initial,,[],Professional
1e4b38e4-c7af-4bd2-9477-35c6cf311a56,f25d75ac-fe98-4565-a2bb-8277a8ece15c,Professional,annual,105.39999999999999,6,2022-10-25,2024-12-31,seat_expansion,,[],Professional
0af8b0a6-981e-4adc-8f95-d871d33de993,f25d75ac-fe98-4565-a2bb-8277a8ece15c,Professional,annual,130.9,8,2023-07-19,2024-12-31,seat_expansion,,[],Professional
a57427a2-1525-46e2-af80-cb32ac1bb16c,f25d75ac-fe98-4565-a2bb-8277a8ece15c,Business,annual,219.20000000000002,8,2024-01-05,2024-12-31,plan_upgrade,,[],Professional
c289690f-23f0-4802-b176-6497283c5d52,f25d75ac-fe98-4565-a2bb-8277a8ece15c,Business,annual,319.20000000000005,13,2024-06-13,2024-12-31,seat_expansion,,[],Professional
c2731525-65c0-424d-aca8-967bde261629,f25d75ac-fe98-4565-a2bb-8277a8ece15c,Business,annual,359.20000000000005,15,2024-11-18,2024-12-31,seat_expansion,,[],Professional
134b1b26-2a67-4bd8-ad91-193892fa44d0,db07386d-5449-4481-9243-bc33ace6cc36,Business,annual,259.2,10,2022-06-09,2024-12-31,initial,,[],Business
7ccb82c6-b3c6-4a28-afed-8a777f764204,db07386d-5449-4481-9243-bc33ace6cc36,Business,annual,359.20000000000005,15,2022-10-30,2024-12-31,seat_expansion,,[],Business
a5d6c2b0-7938-407d-b4f5-bcc460bf436c,db07386d-5449-4481-9243-bc33ace6cc36,Business,annual,459.20000000000005,20,2023-01-01,2024-12-31,seat_expansion,,[],Business
fe86e182-eb47-4f18-b6e7-a00df50857b2,db07386d-5449-4481-9243-bc33ace6cc36,Business,annual,479.20000000000005,21,2023-06-08,2024-12-31,seat_expansion,,[],Business
ac1f8f06-bf0b-4646-9c10-3485e0f9725d,db07386d-5449-4481-9243-bc33ace6cc36,Business,annual,499.20000000000005,22,2023-10-31,2024-12-31,seat_expansion,,[],Business
22728357-53d0-4329-816b-c3b745b3d747,db07386d-5449-4481-9243-bc33ace6cc36,Business,annual,579.2,26,2024-04-08,2024-12-31,seat_expansion,,[],Business
6bbf11db-3c48-4fa1-83a1-f7b6d0ecd479,db07386d-5449-4481-9243-bc33ace6cc36,Business,annual,639.2,29,2024-08-14,2024-12-31,seat_expansion,,[],Business
cf628a35-0922-46a9-b811-9f68f43a0f6f,db07386d-5449-4481-9243-bc33ace6cc36,Business,annual,739.2,34,2024-12-06,2024-12-31,seat_expansion,,[],Business
0d044752-c05e-4ca5-88d8-2c33dc58bb9c,be2c1471-ee69-485b-a9f4-8f82d66fa122,Professional,monthly,154.0,8,2024-04-19,2024-12-31,initial,,[],Professional
df22855c-70ca-495c-8226-86b2e6b3853f,be2c1471-ee69-485b-a9f4-8f82d66fa122,Professional,monthly,214.0,12,2024-09-10,2024-12-31,seat_expansion,,[],Professional
045e8192-175f-43c7-bcbb-1550651fb058,be2c1471-ee69-485b-a9f4-8f82d66fa122,Professional,monthly,259.0,15,2024-11-23,2024-12-31,seat_expansion,,[],Professional
d9f75f85-fef8-42dc-9d3c-7007947bc3b5,62928e4b-dd19-4cb7-b9c6-944736da3b81,Professional,monthly,49.0,1,2022-05-26,2023-02-28,initial,Poor support,[],Professional
6abc7075-395c-4c33-a80f-577e6cda9da9,62928e4b-dd19-4cb7-b9c6-944736da3b81,Professional,monthly,94.0,4,2022-10-11,2023-02-28,seat_expansion,Poor support,[],Professional
9acd359e-85c7-4190-a96e-85d7b2b28a53,62928e4b-dd19-4cb7-b9c6-944736da3b81,Professional,monthly,169.0,9,2023-02-20,2023-02-28,seat_expansion,Poor support,[],Professional
f2aed649-1175-4a35-93a6-6a11d10487ea,5264cf00-2464-4ae4-bb14-22a75e94aab5,Enterprise,annual,224.25,1,2024-07-16,2024-12-31,initial,,[],Enterprise
b11f222e-4212-45ed-88f7-7460c580b834,5264cf00-2464-4ae4-bb14-22a75e94aab5,Enterprise,annual,329.25,5,2024-12-06,2024-12-31,seat_expansion,,[],Enterprise
3e71540e-0f2f-4825-969c-122978f049de,720ce0b3-88c7-493e-a33c-73f789c8a6d6,Business,annual,79.2,1,2024-01-12,2024-12-31,initial,,[],Business
718cb40d-146a-4bfb-98d9-4060a91d1624,720ce0b3-88c7-493e-a33c-73f789c8a6d6,Business,annual,139.20000000000002,4,2024-04-02,2024-12-31,seat_expansion,,[],Business
83499a24-553a-411a-af35-72afca135e6d,720ce0b3-88c7-493e-a33c-73f789c8a6d6,Business,annual,199.20000000000002,7,2024-09-05,2024-12-31,seat_expansion,,[],Business
cb96ba58-657e-4c65-b304-8c72be6ee78c,9662cfbb-db69-46f1-849b-5495852f1167,Enterprise,monthly,404.0,4,2022-11-04,2024-12-31,initial,,[],Enterprise
f2018410-7633-4b89-9b59-204751c9e391,9662cfbb-db69-46f1-849b-5495852f1167,Enterprise,monthly,544.0,8,2023-04-12,2024-12-31,seat_expansion,,[],Enterprise
688efe2d-1419-45dc-af58-802d0560b776,9662cfbb-db69-46f1-849b-5495852f1167,Enterprise,monthly,579.0,9,2023-09-14,2024-12-31,seat_expansion,,[],Enterprise
3823a269-0ae1-45cf-95a2-84ef72d86dde,9662cfbb-db69-46f1-849b-5495852f1167,Enterprise,monthly,754.0,14,2024-07-26,2024-12-31,seat_expansion,,[],Enterprise
8f2bf0fe-33f9-4528-ad60-40cd3d9f8639,9662cfbb-db69-46f1-849b-5495852f1167,Enterprise,monthly,859.0,17,2024-11-08,2024-12-31,seat_expansion,,[],Enterprise
b3f2bac3-f1c1-4859-ab70-8a7542942558,857ed0b0-2838-4a6f-886c-44c2e56dbc0a,Enterprise,annual,1064.25,33,2022-12-29,2024-12-31,initial,,[],Enterprise
2a09b0eb-1c99-41ef-98aa-103e03514dd1,857ed0b0-2838-4a6f-886c-44c2e56dbc0a,Enterprise,annual,1169.25,37,2023-04-08,2024-12-31,seat_expansion,,[],Enterprise
720d9981-e63a-4232-adce-27705be0d9be,857ed0b0-2838-4a6f-886c-44c2e56dbc0a,Enterprise,annual,1221.75,39,2023-07-17,2024-12-31,seat_expansion,,[],Enterprise
9ca0859d-829d-46a4-9e1c-529b205c7507,857ed0b0-2838-4a6f-886c-44c2e56dbc0a,Enterprise,annual,1353.0,44,2023-10-09,2024-12-31,seat_expansion,,[],Enterprise
609756c9-50c6-4135-92c1-ad3ecabd9472,857ed0b0-2838-4a6f-886c-44c2e56dbc0a,Enterprise,annual,1458.0,48,2024-03-18,2024-12-31,seat_expansion,,[],Enterprise
b6756486-83fe-46aa-b36f-c72a2b8e3f30,857ed0b0-2838-4a6f-886c-44c2e56dbc0a,Enterprise,annual,1536.75,51,2024-08-12,2024-12-31,seat_expansion,,[],Enterprise
efedd24b-0dc7-4e72-b33c-2fc2a41cc206,857ed0b0-2838-4a6f-886c-44c2e56dbc0a,Enterprise,annual,1668.0,56,2024-10-21,2024-12-31,seat_expansion,,[],Enterprise
fa2c3a73-9b4e-4c78-a554-f7fd4c0e9729,8ec90b1e-2c9f-4772-9035-d6f7d68f8362,Starter,annual,26.1,4,2024-09-13,2024-12-31,initial,,[],Starter
5b1aa36e-4f05-49d3-a83e-5a245560f23b,7c507b43-5e8e-4c0e-9ce6-6b23fa25e104,Professional,monthly,49.0,1,2022-05-11,2022-10-31,initial,Better alternative found,[],Professional
b6f36578-8752-4ec2-9a1c-6a762d4e29c0,3beb4f43-d77b-4a77-ab0d-2fd82683ba0d,Enterprise,monthly,299.0,1,2022-08-02,2024-12-31,initial,,[],Enterprise
cca02914-1ef8-4bdb-9652-a943948559dd,3beb4f43-d77b-4a77-ab0d-2fd82683ba0d,Enterprise,monthly,474.0,6,2022-11-26,2024-12-31,seat_expansion,,[],Enterprise
fa452c53-f97c-4d39-a5a7-db88f27c14e1,3beb4f43-d77b-4a77-ab0d-2fd82683ba0d,Enterprise,monthly,544.0,8,2023-04-06,2024-12-31,seat_expansion,,[],Enterprise
af0c6ef6-bcea-415f-afbd-5467264dc12a,3beb4f43-d77b-4a77-ab0d-2fd82683ba0d,Enterprise,monthly,649.0,11,2023-06-23,2024-12-31,seat_expansion,,[],Enterprise
70bd01be-c444-4931-9052-5f290798e2f6,3beb4f43-d77b-4a77-ab0d-2fd82683ba0d,Enterprise,monthly,754.0,14,2023-10-03,2024-12-31,seat_expansion,,[],Enterprise
d09de765-8f5b-443c-b4b0-089201e0d0fa,3beb4f43-d77b-4a77-ab0d-2fd82683ba0d,Enterprise,monthly,894.0,18,2023-12-31,2024-12-31,seat_expansion,,[],Enterprise
0693074d-b738-4f65-bba0-b8e2847eb3ae,3beb4f43-d77b-4a77-ab0d-2fd82683ba0d,Enterprise,monthly,999.0,21,2024-04-30,2024-12-31,seat_expansion,,[],Enterprise
4cab03ed-6e3c-4392-bb2c-0c59ef992020,3beb4f43-d77b-4a77-ab0d-2fd82683ba0d,Enterprise,monthly,1069.0,23,2024-06-30,2024-12-31,seat_expansion,,[],Enterprise
dc0092f7-441c-4442-8d38-20256143391c,3beb4f43-d77b-4a77-ab0d-2fd82683ba0d,Enterprise,monthly,1104.0,24,2024-09-17,2024-12-31,seat_expansion,,[],Enterprise
28225bce-fcd7-4330-92c7-cf124fbb3c48,3beb4f43-d77b-4a77-ab0d-2fd82683ba0d,Enterprise,monthly,1139.0,25,2024-12-26,2024-12-31,seat_expansion,,[],Enterprise
95898164-8004-4b89-9bec-2a4312e3410a,f81d29bb-0da2-4c47-a13a-aba852f632dc,Business,monthly,274.0,8,2023-11-11,2024-12-31,initial,,[],Business
