subscription_id,customer_id,plan_name,billing_frequency,monthly_price,seats,start_date,end_date,subscription_type,churn_reason,add_ons
fcaf753d-97ee-47e3-af4c-adb5a2c152e2,02f3d06d-f4d5-434c-b7f8-80e5b143dd47,Professional,annual,92.64999999999999,5,2024-09-26,2027-12-10,seat_expansion,Poor support,[]
5a7374b2-013f-43d1-9638-0fdc9070cc75,f8919771-248a-44bb-b7a6-a1dbe20300fd,Starter,monthly,29.0,3,2022-02-09,2022-04-19,initial,Competitor switch,[]
68b0043b-27ca-4efb-9214-1c5a2af475a4,476f9374-fd37-4f7c-87ee-ac7611473dca,Business,annual,279.2,11,2023-01-14,2023-02-25,initial,Technical issues,[]
75324ebb-0ae5-4a33-b458-e5470fc6148f,6384c136-fba3-46e6-bdb0-968a0b295646,Business,annual,259.2,10,2023-08-17,2025-01-03,initial,No longer needed,[]
ee206450-dcb3-446e-b7db-f7eca58ddc85,6384c136-fba3-46e6-bdb0-968a0b295646,Business,annual,279.2,11,2023-11-27,2025-01-03,seat_expansion,No longer needed,[]
df72e791-554d-4203-8da2-ade9ca9c664b,6384c136-fba3-46e6-bdb0-968a0b295646,Business,annual,359.20000000000005,15,2024-04-22,2025-01-03,seat_expansion,No longer needed,[]
4acf8409-4902-4509-82e0-3350376988da,6384c136-fba3-46e6-bdb0-968a0b295646,Business,annual,399.20000000000005,17,2024-10-18,2025-01-03,seat_expansion,No longer needed,[]
59611446-1c05-4a76-8f57-656a651653ba,527140b7-a4e2-408d-bc50-5ecea75ed3ca,Enterprise,annual,276.75,3,2024-04-18,2027-05-13,initial,Merger/acquisition,[]
b8a88574-ca26-4b9d-b905-6f27ed466395,527140b7-a4e2-408d-bc50-5ecea75ed3ca,Enterprise,annual,303.0,4,2024-08-20,2027-05-13,seat_expansion,Merger/acquisition,[]
44b4b636-f367-48f9-85af-de2f8999c44a,527140b7-a4e2-408d-bc50-5ecea75ed3ca,Enterprise,annual,434.25,9,2024-11-26,2027-05-13,seat_expansion,Merger/acquisition,[]
4a1dd86e-961c-4953-bc19-e771e87816b2,98de887d-b0dc-4299-83b8-5aa42546a2d9,Business,monthly,99.0,1,2023-02-25,2027-03-24,initial,Poor support,[]
812ed89e-675b-4f58-ace9-14458a817d23,98de887d-b0dc-4299-83b8-5aa42546a2d9,Business,monthly,149.0,3,2023-07-21,2027-03-24,seat_expansion,Poor support,[]
afb314c8-9165-4a6d-ab9b-c861de054b7a,98de887d-b0dc-4299-83b8-5aa42546a2d9,Business,monthly,224.0,6,2024-04-29,2027-03-24,seat_expansion,Poor support,[]
9d7203f3-d2a9-4d1b-b3cf-03977368845c,98de887d-b0dc-4299-83b8-5aa42546a2d9,Business,monthly,299.0,9,2024-10-16,2027-03-24,seat_expansion,Poor support,[]
0494843a-6801-4865-bb45-79caa979e375,4286b37e-6cca-4f8a-9195-9cfeb47f7c7f,Starter,monthly,29.0,2,2022-12-04,2023-07-11,initial,Poor support,[]
03906f6d-4faa-414b-82f1-afeb204de871,4286b37e-6cca-4f8a-9195-9cfeb47f7c7f,Starter,monthly,29.0,4,2023-05-02,2023-07-11,seat_expansion,Poor support,[]
c4211cab-adb2-4174-aff2-7852aea257da,4286b37e-6cca-4f8a-9195-9cfeb47f7c7f,Starter,monthly,29.0,5,2023-07-04,2023-07-11,seat_expansion,Poor support,[]
aeabc3f2-a804-453e-8b28-40ae4005dcdb,2ab664ba-f0a9-4307-81f2-fafa549a8095,Starter,monthly,29.0,1,2023-04-19,2026-09-22,initial,Budget cuts,[]
27046a29-d1cd-4916-b580-f8310846c1f0,2ab664ba-f0a9-4307-81f2-fafa549a8095,Starter,monthly,29.0,2,2023-09-25,2026-09-22,seat_expansion,Budget cuts,[]
38ee88d3-6ee5-4b20-87fe-d5002d9f47d4,2ab664ba-f0a9-4307-81f2-fafa549a8095,Starter,monthly,29.0,5,2024-07-16,2026-09-22,seat_expansion,Budget cuts,[]
8db02898-0be6-45cf-a588-d279f5e3a1ff,83eaff8c-d0ed-43af-b341-ace6b1e28627,Business,monthly,149.0,3,2023-09-26,2023-11-18,initial,Poor onboarding,[]
735e187a-acff-4e21-90f0-62579656a616,19e9c6fa-bdaf-410b-9df6-77ae06b83160,Starter,monthly,29.0,2,2024-02-25,2026-01-14,initial,Budget cuts,[]
1570b067-934d-4ca8-bb21-528e6b575f5d,19e9c6fa-bdaf-410b-9df6-77ae06b83160,Starter,monthly,29.0,4,2024-06-27,2026-01-14,seat_expansion,Budget cuts,[]
42c4813c-9270-4bcf-a62a-bbe3f4a8769d,00337ae7-56d9-4f2b-bfc1-7fe1f56dbc66,Business,annual,99.2,2,2024-02-11,2028-01-16,initial,Merger/acquisition,[]
65aac913-6028-438e-83d8-1a0b5c9f8497,00337ae7-56d9-4f2b-bfc1-7fe1f56dbc66,Enterprise,annual,250.5,2,2024-04-26,2028-01-16,plan_upgrade,Merger/acquisition,[]
78b71dfc-25c0-4e1f-b1c6-7d76f5092bec,00337ae7-56d9-4f2b-bfc1-7fe1f56dbc66,Enterprise,annual,329.25,5,2024-10-12,2028-01-16,seat_expansion,Merger/acquisition,[]
277f29c3-002d-4f88-984c-237eed546d57,7b974303-cfb6-4e44-936c-3541540087e6,Enterprise,monthly,544.0,8,2023-03-09,2027-11-07,initial,Budget cuts,[]
d1f77998-b5ac-42ce-b2ac-25a59a662708,7b974303-cfb6-4e44-936c-3541540087e6,Enterprise,monthly,719.0,13,2023-07-24,2027-11-07,seat_expansion,Budget cuts,[]
e67edd8c-dc9a-4504-bba1-40e127ea54ef,7b974303-cfb6-4e44-936c-3541540087e6,Enterprise,monthly,859.0,17,2023-11-19,2027-11-07,seat_expansion,Budget cuts,[]
3a9d9663-7bc9-48e8-ab34-c106e389ac18,7b974303-cfb6-4e44-936c-3541540087e6,Enterprise,monthly,894.0,18,2024-05-04,2027-11-07,seat_expansion,Budget cuts,[]
63dea8c8-3e77-44b7-a4f6-1f413113a303,7b974303-cfb6-4e44-936c-3541540087e6,Enterprise,monthly,1069.0,23,2024-08-12,2027-11-07,seat_expansion,Budget cuts,[]
1b4b8760-e27d-4f5c-b559-db3d46f3bc69,dbe357aa-d374-4f2d-9360-bdbd445ea176,Starter,annual,26.099999999999998,1,2024-06-06,2024-09-01,initial,Technical issues,[]
b28fc736-de2a-4bd7-9852-1bc33a2c7fbd,b499319d-c931-4a76-b497-f5a7e6873a90,Business,monthly,149.0,3,2022-11-22,2026-04-09,initial,Lack of features,[]
7f76017c-03f7-4c3b-8bea-11bb9b922607,b499319d-c931-4a76-b497-f5a7e6873a90,Business,monthly,199.0,5,2023-05-09,2026-04-09,seat_expansion,Lack of features,[]
9a396831-0a3f-453e-ba6f-6b21439f978a,b499319d-c931-4a76-b497-f5a7e6873a90,Business,monthly,274.0,8,2023-11-04,2026-04-09,seat_expansion,Lack of features,[]
3f85dee5-e1e8-43b5-b078-211adb87de9a,b499319d-c931-4a76-b497-f5a7e6873a90,Business,monthly,324.0,10,2024-03-02,2026-04-09,seat_expansion,Lack of features,[]
c2d6cf68-d01a-496b-98a3-d5fa33e7af56,b499319d-c931-4a76-b497-f5a7e6873a90,Business,monthly,424.0,14,2024-05-28,2026-04-09,seat_expansion,Lack of features,[]
6a9cb849-ebe8-4811-98e8-3e011dbc6a5a,b499319d-c931-4a76-b497-f5a7e6873a90,Business,monthly,449.0,15,2024-09-01,2026-04-09,seat_expansion,Lack of features,[]
90aaa3fc-0d76-41c0-9b0a-63fc42eda460,b499319d-c931-4a76-b497-f5a7e6873a90,Business,monthly,499.0,17,2024-12-08,2026-04-09,seat_expansion,Lack of features,[]
86408d15-81cb-4691-adcd-e751d097d4d8,257270d4-7922-4b20-bb69-ae452e819666,Enterprise,annual,381.75,7,2023-11-22,2026-01-02,initial,Price sensitivity,[]
02a66662-68a9-48c8-b2ba-d74cf1406666,257270d4-7922-4b20-bb69-ae452e819666,Enterprise,annual,513.0,12,2024-04-21,2026-01-02,seat_expansion,Price sensitivity,[]
90b5e610-91c6-4d71-94cc-0cf57f1e674f,257270d4-7922-4b20-bb69-ae452e819666,Enterprise,annual,539.25,13,2024-08-17,2026-01-02,seat_expansion,Price sensitivity,[]
4ba84ce5-05df-4ace-a737-412207081834,257270d4-7922-4b20-bb69-ae452e819666,Enterprise,annual,565.5,14,2024-12-11,2026-01-02,seat_expansion,Price sensitivity,[]
4e7d9636-44c8-4f98-9f39-016495dd9171,27eb7475-2279-467a-8206-2ef1896f459e,Professional,annual,41.65,1,2022-10-06,2026-03-18,initial,Better alternative found,[]
04ce1c6a-5da6-4b51-8b16-a1fe5e3f7b61,27eb7475-2279-467a-8206-2ef1896f459e,Professional,annual,92.64999999999999,5,2023-03-31,2026-03-18,seat_expansion,Better alternative found,[]
40090c57-60d4-4b50-861a-38d35f571f2f,27eb7475-2279-467a-8206-2ef1896f459e,Professional,annual,143.65,9,2024-04-02,2026-03-18,seat_expansion,Better alternative found,[]
32636588-07d5-4c6d-b7d5-5f7bcba5414b,27eb7475-2279-467a-8206-2ef1896f459e,Professional,annual,207.39999999999998,14,2024-12-14,2026-03-18,seat_expansion,Better alternative found,[]
08047bf2-b82f-4946-b4bd-9e4016a532f3,ac52fd14-5e52-4852-9d48-743cbf1a38d0,Professional,annual,41.65,1,2022-11-28,2025-02-13,initial,Feature gaps,[]
851b5999-a2ca-4998-bbf8-6194aed541e3,ac52fd14-5e52-4852-9d48-743cbf1a38d0,Professional,annual,67.14999999999999,3,2023-05-18,2025-02-13,seat_expansion,Feature gaps,[]
c0bc8240-27ed-48b8-8956-c77d6f128bb5,ac52fd14-5e52-4852-9d48-743cbf1a38d0,Professional,annual,79.89999999999999,4,2024-05-09,2025-02-13,seat_expansion,Feature gaps,[]
ac335649-a115-4652-8c61-e2519c79d55e,08996ffd-1529-41d2-812e-5139a45f1d4e,Enterprise,annual,355.5,6,2023-07-02,2033-07-23,initial,Technical issues,[]
db2e8502-c70d-4773-8bbe-e5b13eb76ade,08996ffd-1529-41d2-812e-5139a45f1d4e,Enterprise,annual,434.25,9,2023-09-19,2033-07-23,seat_expansion,Technical issues,[]
1cad829d-de05-42ba-bd66-1c6837dbdb9a,08996ffd-1529-41d2-812e-5139a45f1d4e,Enterprise,annual,486.75,11,2024-01-06,2033-07-23,seat_expansion,Technical issues,[]
da762491-b41e-4008-b4b7-64eb2b1802fd,08996ffd-1529-41d2-812e-5139a45f1d4e,Enterprise,annual,591.75,15,2024-06-03,2033-07-23,seat_expansion,Technical issues,[]
8deba731-3821-4d17-a293-b33dbb8f4901,08996ffd-1529-41d2-812e-5139a45f1d4e,Enterprise,annual,696.75,19,2024-08-20,2033-07-23,seat_expansion,Technical issues,[]
617c42e9-4669-4084-8942-5f9faff14ca7,d4df635b-a161-400e-bbc2-940bc5334b4b,Starter,monthly,29.0,1,2022-08-07,2023-05-20,initial,Merger/acquisition,[]
655f6af7-6ec0-4326-8620-8c4c31b12086,d4df635b-a161-400e-bbc2-940bc5334b4b,Starter,monthly,29.0,3,2022-11-21,2023-05-20,seat_expansion,Merger/acquisition,[]
9ec5a61e-fac9-442e-a148-2813e9ae9d4f,d4df635b-a161-400e-bbc2-940bc5334b4b,Starter,monthly,29.0,5,2023-02-01,2023-05-20,seat_expansion,Merger/acquisition,[]
4e216f90-6b01-49d1-abac-d9da757ae5ce,08296506-85ee-4492-8b44-e8c01f5e58c7,Business,monthly,124.0,2,2022-02-02,2024-07-20,initial,Merger/acquisition,[]
686e2c3c-5c0e-4249-8574-cc2a47627989,08296506-85ee-4492-8b44-e8c01f5e58c7,Business,monthly,199.0,5,2022-06-11,2024-07-20,seat_expansion,Merger/acquisition,[]
0bd02dcc-39a2-44ee-98bd-c657387165a1,08296506-85ee-4492-8b44-e8c01f5e58c7,Business,monthly,324.0,10,2023-02-28,2024-07-20,seat_expansion,Merger/acquisition,[]
3685eedc-9091-4ff6-b594-5203208cbbfd,08296506-85ee-4492-8b44-e8c01f5e58c7,Business,monthly,399.0,13,2023-05-14,2024-07-20,seat_expansion,Merger/acquisition,[]
8b25a196-062f-4294-96ec-c94bc65f7f59,08296506-85ee-4492-8b44-e8c01f5e58c7,Business,monthly,524.0,18,2023-07-19,2024-07-20,seat_expansion,Merger/acquisition,[]
643f6674-d3b1-4004-8109-57e37e9af53d,08296506-85ee-4492-8b44-e8c01f5e58c7,Business,monthly,599.0,21,2023-11-19,2024-07-20,seat_expansion,Merger/acquisition,[]
891a6ae6-f5f0-4227-9234-1654758dd474,ff9895f6-c4cb-4973-bcb7-632482212b49,Enterprise,annual,591.75,15,2023-12-02,2025-11-10,initial,Low usage,[]
c0429591-b0fa-4b5a-92ff-e1659b55f62a,ff9895f6-c4cb-4973-bcb7-632482212b49,Enterprise,annual,696.75,19,2024-02-19,2025-11-10,seat_expansion,Low usage,[]
5b3a026d-a42e-4da2-b2ae-cd50b9047186,ff9895f6-c4cb-4973-bcb7-632482212b49,Enterprise,annual,828.0,24,2024-05-14,2025-11-10,seat_expansion,Low usage,[]
8a6dc58c-3ef7-4ab8-a678-f4525e10a4ae,ff9895f6-c4cb-4973-bcb7-632482212b49,Enterprise,annual,854.25,25,2024-09-07,2025-11-10,seat_expansion,Low usage,[]
1a4df174-b986-4cfc-b225-a915dd262cb9,ff9895f6-c4cb-4973-bcb7-632482212b49,Enterprise,annual,959.25,29,2024-12-30,2025-11-10,seat_expansion,Low usage,[]
d9522551-4bb3-465e-b709-234418c50f73,e4406b9b-5c0c-4fd7-a809-491fce3e5771,Enterprise,annual,224.25,1,2022-11-09,2025-04-09,initial,Low usage,[]
7cffe327-5910-48db-b2d2-034aa3554ad2,e4406b9b-5c0c-4fd7-a809-491fce3e5771,Enterprise,annual,250.5,2,2023-03-24,2025-04-09,seat_expansion,Low usage,[]
321e6e55-d7d8-4ac0-9c67-6797151d9c55,e4406b9b-5c0c-4fd7-a809-491fce3e5771,Enterprise,annual,303.0,4,2023-06-23,2025-04-09,seat_expansion,Low usage,[]
a25a8b4e-b8fb-4048-92c4-620f1d4864fc,e4406b9b-5c0c-4fd7-a809-491fce3e5771,Enterprise,annual,434.25,9,2023-11-01,2025-04-09,seat_expansion,Low usage,[]
6b8061c1-70dc-4f15-8949-adabab02a9cb,e4406b9b-5c0c-4fd7-a809-491fce3e5771,Enterprise,annual,513.0,12,2024-01-08,2025-04-09,seat_expansion,Low usage,[]
ab9e5b7b-b274-41d0-b3e0-8d40dc32a7f1,e4406b9b-5c0c-4fd7-a809-491fce3e5771,Enterprise,annual,565.5,14,2024-03-16,2025-04-09,seat_expansion,Low usage,[]
b620526f-2e32-401a-be54-a037d6eb7bda,e4406b9b-5c0c-4fd7-a809-491fce3e5771,Enterprise,annual,644.25,17,2024-05-16,2025-04-09,seat_expansion,Low usage,[]
3ff96f5c-81ab-4282-91f0-81e459928635,e4406b9b-5c0c-4fd7-a809-491fce3e5771,Enterprise,annual,696.75,19,2024-07-25,2025-04-09,seat_expansion,Low usage,[]
5f1a1364-b54f-4498-af42-b2cd9201a78a,605c270f-8a55-42a6-b4a5-2f069ae53760,Starter,annual,26.099999999999998,1,2024-01-15,2026-06-12,initial,Better alternative found,[]
badf9e1d-8610-46eb-8b9b-84afb6e40026,605c270f-8a55-42a6-b4a5-2f069ae53760,Starter,annual,26.099999999999998,5,2024-03-23,2026-06-12,seat_expansion,Better alternative found,[]
e767cf22-b13f-4dae-a0b9-019ea81267ff,9b36d017-34c9-4e8f-9856-add790552b8b,Enterprise,annual,224.25,1,2023-02-03,2023-11-03,initial,Price sensitivity,[]
7e611388-9b09-48e3-8d9e-af07dd092ca5,9b36d017-34c9-4e8f-9856-add790552b8b,Enterprise,annual,276.75,3,2023-04-15,2023-11-03,seat_expansion,Price sensitivity,[]
5fcaf008-3914-43cb-930f-bd7e67151546,9b36d017-34c9-4e8f-9856-add790552b8b,Enterprise,annual,381.75,7,2023-07-15,2023-11-03,seat_expansion,Price sensitivity,[]
d43bb1bf-d8d8-4629-bbb6-ff89ac774ebb,9b36d017-34c9-4e8f-9856-add790552b8b,Enterprise,annual,486.75,11,2023-10-29,2023-11-03,seat_expansion,Price sensitivity,[]
1baa47c2-58f6-477d-826e-5b8e21a014be,6cac8283-2136-4f7a-94b3-f82391f0ae18,Starter,monthly,29.0,3,2024-01-19,2024-06-05,initial,Better alternative found,[]
2d4c6185-9799-41aa-9308-c122b5a45cad,6cac8283-2136-4f7a-94b3-f82391f0ae18,Professional,monthly,79.0,3,2024-03-30,2024-06-05,plan_upgrade,Better alternative found,[]
0e920ca8-1474-408a-ab6b-a529323f2a0e,6b106b5a-d44a-4cc2-a3ce-9867da47650c,Business,monthly,99.0,1,2023-08-07,2032-08-03,initial,Poor support,[]
e3eeefc4-bf77-494e-bc6d-94363512e4e8,6b106b5a-d44a-4cc2-a3ce-9867da47650c,Business,monthly,224.0,6,2023-11-25,2032-08-03,seat_expansion,Poor support,[]
61d9b1d2-eff4-4494-8bae-0479b636cbdc,6b106b5a-d44a-4cc2-a3ce-9867da47650c,Business,monthly,299.0,9,2024-04-11,2032-08-03,seat_expansion,Poor support,[]
c3fcb59e-8a36-4cf6-89ce-0ccd0a2189ef,6b106b5a-d44a-4cc2-a3ce-9867da47650c,Business,monthly,349.0,11,2024-08-24,2032-08-03,seat_expansion,Poor support,[]
80044f55-4786-4843-a476-a535517a96fc,f8431cdf-d1d6-44c7-b03c-96078b68accf,Professional,monthly,49.0,1,2024-10-11,2026-01-01,initial,Poor support,[]
a3437f89-34b8-499f-8b0c-c3dab1670b2b,c9e55c13-5153-4e2f-b78f-1ed99f6b0840,Professional,monthly,49.0,1,2023-05-26,2026-02-10,initial,Poor onboarding,[]
fe69a4e1-8426-4553-aa04-9a7c9bb57e75,c9e55c13-5153-4e2f-b78f-1ed99f6b0840,Professional,monthly,64.0,2,2023-07-28,2026-02-10,seat_expansion,Poor onboarding,[]
30dc14d9-ad52-4f66-be52-05c5546885ae,c9e55c13-5153-4e2f-b78f-1ed99f6b0840,Business,monthly,124.0,2,2024-01-31,2026-02-10,plan_upgrade,Poor onboarding,[]
5f24a0c7-c825-46d9-9579-539b0f2f7548,c9e55c13-5153-4e2f-b78f-1ed99f6b0840,Business,monthly,249.0,7,2024-04-30,2026-02-10,seat_expansion,Poor onboarding,[]
9f2220a5-66e0-4100-87f4-5911c39ec515,2dc1e287-63f9-4cc7-9018-c5b2b5f38759,Starter,monthly,29.0,1,2024-10-03,2025-12-15,initial,Feature gaps,[]
f97a31e1-563b-4e13-902b-ac10b5fb6177,1d59c5a7-ac76-4f54-a465-efa913d78e84,Business,annual,79.2,1,2022-05-11,2023-09-18,initial,Poor onboarding,[]
230f9df9-c8f8-4d5a-a22b-df6abe6e01ea,1d59c5a7-ac76-4f54-a465-efa913d78e84,Business,annual,99.2,2,2022-09-27,2023-09-18,seat_expansion,Poor onboarding,[]
f538d375-7fa7-4456-9d08-f223bfd93e52,1d59c5a7-ac76-4f54-a465-efa913d78e84,Business,annual,119.2,3,2023-05-29,2023-09-18,seat_expansion,Poor onboarding,[]
9cf6eb84-6db2-4484-8a44-e5baf45f432f,1d59c5a7-ac76-4f54-a465-efa913d78e84,Business,annual,179.20000000000002,6,2023-09-14,2023-09-18,seat_expansion,Poor onboarding,[]
9b71fd26-6f78-46ef-b7c1-50f7dc50b713,e5e51996-a69e-46ff-bf72-965ff4742880,Enterprise,monthly,369.0,3,2022-10-07,2031-07-22,initial,Technical issues,[]
a09ed824-20a0-4512-a273-c3295dc2dff5,e5e51996-a69e-46ff-bf72-965ff4742880,Enterprise,monthly,544.0,8,2023-02-08,2031-07-22,seat_expansion,Technical issues,[]
e643891b-f77d-44ae-a5f3-04703cc15ba0,e5e51996-a69e-46ff-bf72-965ff4742880,Enterprise,monthly,579.0,9,2023-06-13,2031-07-22,seat_expansion,Technical issues,[]
3135575b-c332-4afd-99ac-24f8537ee6ec,e5e51996-a69e-46ff-bf72-965ff4742880,Enterprise,monthly,614.0,10,2023-08-28,2031-07-22,seat_expansion,Technical issues,[]
9c9dcce5-f6f9-4229-966b-5a7c059fd6fd,e5e51996-a69e-46ff-bf72-965ff4742880,Enterprise,monthly,789.0,15,2024-01-09,2031-07-22,seat_expansion,Technical issues,[]
f6614b0d-bb87-4050-b0c7-265a0ae15cb2,e5e51996-a69e-46ff-bf72-965ff4742880,Enterprise,monthly,824.0,16,2024-11-10,2031-07-22,seat_expansion,Technical issues,[]
5ef4ae67-1d78-4d4b-8b1e-ad57aba3b94c,6c7be63f-698d-4ea2-9716-0e35a3aa21f8,Professional,monthly,49.0,1,2024-05-17,2025-02-18,initial,Poor onboarding,[]
157fbe06-7d30-482e-9497-4d4baceb703b,6c7be63f-698d-4ea2-9716-0e35a3aa21f8,Professional,monthly,64.0,2,2024-10-20,2025-02-18,seat_expansion,Poor onboarding,[]
631da8ad-427b-493b-9e96-6a5e1b5f0cd9,8fc53611-d22d-4932-8a79-97605989bc74,Enterprise,annual,591.75,15,2024-12-06,2034-12-28,initial,Budget cuts,[]
70365d2a-57a2-47c2-ab26-506defa9e840,5a1d83e7-02a7-4974-b3fb-4d8e35a75214,Professional,annual,41.65,1,2024-09-04,2024-11-08,initial,Competitor switch,[]
5e0c19b8-5f94-476a-80a6-98557c026730,9ee9cb2c-b949-41f0-aa84-1e262ea2666d,Professional,monthly,199.0,11,2022-10-03,2024-07-21,initial,Merger/acquisition,[]
626a8918-e8a2-43f7-99a9-9b06a44d4ff8,9ee9cb2c-b949-41f0-aa84-1e262ea2666d,Business,monthly,349.0,11,2023-03-17,2024-07-21,plan_upgrade,Merger/acquisition,[]
1114e361-1def-40db-8142-8db5c2969a08,9ee9cb2c-b949-41f0-aa84-1e262ea2666d,Business,monthly,374.0,12,2024-02-24,2024-07-21,seat_expansion,Merger/acquisition,[]
de562ce5-f312-4b60-bf28-2ae482c331db,9ee9cb2c-b949-41f0-aa84-1e262ea2666d,Business,monthly,424.0,14,2024-07-08,2024-07-21,seat_expansion,Merger/acquisition,[]
de616951-ecbe-4592-87f3-18c684c5c3e0,39c68634-dc17-47ff-82c7-45497ef2c924,Starter,monthly,29.0,2,2024-10-20,2025-05-28,initial,Merger/acquisition,[]
